"player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","bbref_link","bbref_id","first_season","last_season","espn_link","espn_number","espn_id","first_year_in_school","last_year_in_school","school_1_name","school_1_id","school_2_name","school_2_id","sport_ref_id","school_3_name","school_3_id"
"Zendon Hamilton","Zendon","Hamilton","zendon","hamilton",NA,"h/hamilze01","hamilze01",2005,2006,"296/zendon-hamilton",296,"zendon-hamilton",NA,NA,"St","st-johns-ny",NA,NA,"zendon-hamilton-1",NA,NA
"Zoran Planinic","Zoran","Planinic","zoran","planinic",NA,"p/planizo01","planizo01",2005,2006,"2174/zoran-planinic",2174,"zoran-planinic",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zydrunas Ilgauskas","Zydrunas","Ilgauskas","zydrunas","ilgauskas",NA,"i/ilgauzy01","ilgauzy01",2005,2011,"362/zydrunas-ilgauskas",362,"zydrunas-ilgauskas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aaron Miles","Aaron","Miles","aaron","miles",NA,"m/milesaa01","milesaa01",2006,2006,"2839/aaron-miles",2839,"aaron-miles",NA,NA,NA,"kansas",NA,NA,"aaron-miles-1",NA,NA
"Alan Anderson","Alan","Anderson","alan","anderson",NA,"a/anderal01","anderal01",2006,2017,"6569/alan-anderson",6569,"alan-anderson",NA,NA,NA,"michigan-state",NA,NA,"alan-anderson-1",NA,NA
"Alex Acker","Alex","Acker","alex","acker",NA,"a/ackeral01","ackeral01",2006,2009,"2802/alex-acker",2802,"alex-acker",NA,NA,NA,"pepperdine",NA,NA,"alex-acker-1",NA,NA
"Alex Scales","Alex","Scales","alex","scales",NA,"s/scaleal01","scaleal01",2006,2006,"2190/alex-scales",2190,"alex-scales",NA,NA,NA,"oregon",NA,NA,"alex-scales-1",NA,NA
"Alvin Williams","Alvin","Williams","alvin","williams",NA,"w/willial02","willial02",2006,2007,"931/alvin-williams",931,"alvin-williams",NA,NA,NA,"villanova",NA,NA,"alvin-williams-1",NA,NA
"Amir Johnson","Amir","Johnson","amir","johnson",NA,"j/johnsam01","johnsam01",2006,2019,"2769/amir-johnson",2769,"amir-johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andray Blatche","Andray","Blatche","andray","blatche",NA,"b/blatcan01","blatcan01",2006,2014,"2746/andray-blatche",2746,"andray-blatche",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Owens","Andre","Owens","andre","owens",NA,"o/owensan01","owensan01",2006,2008,"2863/andre-owens",2863,"andre-owens",NA,NA,NA,"indiana","Houston","houston","andre-owens-1",NA,NA
"Andrew Bogut","Andrew","Bogut","andrew","bogut",NA,"b/bogutan01","bogutan01",2006,2019,"2747/andrew-bogut",2747,"andrew-bogut",NA,NA,NA,"utah",NA,NA,"andrew-bogut-1",NA,NA
"Andrew Bynum","Andrew","Bynum","andrew","bynum",NA,"b/bynuman01","bynuman01",2006,2014,"2748/andrew-bynum",2748,"andrew-bynum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony Grundy","Anthony","Grundy","anthony","grundy",NA,"g/grundan01","grundan01",2006,2006,"2833/anthony-grundy",2833,"anthony-grundy",NA,NA,NA,"north-carolina-state",NA,NA,"anthony-grundy-1",NA,NA
"Anthony Roberson","Anthony","Roberson","anthony","roberson",NA,"r/roberan02","roberan02",2006,2009,"2817/anthony-roberson",2817,"anthony-roberson",NA,NA,NA,"florida",NA,NA,"anthony-roberson-1",NA,NA
"Antoine Wright","Antoine","Wright","antoine","wright",NA,"w/wrighan01","wrighan01",2006,2011,"2801/antoine-wright",2801,"antoine-wright",NA,NA,"Texas A","texas-am",NA,NA,"antoine-wright-1",NA,NA
"Arvydas Macijauskas","Arvydas","Macijauskas","arvydas","macijauskas",NA,"m/macijar01","macijar01",2006,2006,"2804/arvydas-macijauskas",2804,"arvydas-macijauskas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boniface N'Dong","Boniface","N'Dong","boniface","ndong",NA,"n/ndongbo01","ndongbo01",2006,2006,"2841/boniface-n'dong",2841,"boniface-n'dong",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bracey Wright","Bracey","Wright","bracey","wright",NA,"w/wrighbr02","wrighbr02",2006,2007,"2800/bracey-wright",2800,"bracey-wright",NA,NA,NA,"indiana",NA,NA,"bracey-wright-1",NA,NA
"Brandon Bass","Brandon","Bass","brandon","bass",NA,"b/bassbr01","bassbr01",2006,2017,"2745/brandon-bass",2745,"brandon-bass",NA,NA,NA,"louisiana-state",NA,NA,"brandon-bass-1",NA,NA
"C.J. Miles","C.J.","Miles","cj","miles",NA,"m/milescj01","milescj01",2006,2019,"2778/cj-miles",2778,"cj-miles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Channing Frye","Channing","Frye","channing","frye",NA,"f/fryech01","fryech01",2006,2019,"2754/channing-frye",2754,"channing-frye",NA,NA,NA,"arizona",NA,NA,"channing-frye-1",NA,NA
"Charles Smith","Charles","Smith","charles","smith",NA,"s/smithch04","smithch04",2006,2006,"1042/charles-smith",1042,"charles-smith",NA,NA,NA,"new-mexico",NA,NA,"charles-smith-3",NA,NA
"Charlie Bell","Charlie","Bell","charlie","bell",NA,"b/bellch01","bellch01",2006,2011,"1034/charlie-bell",1034,"charlie-bell",NA,NA,NA,"michigan-state",NA,NA,"charlie-bell-1",NA,NA
"Charlie Villanueva","Charlie","Villanueva","charlie","villanueva",NA,"v/villach01","villach01",2006,2016,"2792/charlie-villanueva",2792,"charlie-villanueva",NA,NA,NA,"connecticut",NA,NA,"charlie-villanueva-1",NA,NA
"Chris Paul","Chris","Paul","chris","paul",NA,"p/paulch01","paulch01",2006,2019,"2779/chris-paul",2779,"chris-paul",NA,NA,NA,"wake-forest",NA,NA,"chris-paul-1",NA,NA
"Chris Taft","Chris","Taft","chris","taft",NA,"t/taftch01","taftch01",2006,2006,"2787/chris-taft",2787,"chris-taft",NA,NA,NA,"pittsburgh",NA,NA,"chris-taft-1",NA,NA
"Chuck Hayes","Chuck","Hayes","chuck","hayes",NA,"h/hayesch01","hayesch01",2006,2016,"2834/chuck-hayes",2834,"chuck-hayes",NA,NA,NA,"kentucky",NA,NA,"chuck-hayes-1",NA,NA
"Daniel Ewing","Daniel","Ewing","daniel","ewing",NA,"e/ewingda01","ewingda01",2006,2007,"2752/daniel-ewing",2752,"daniel-ewing",NA,NA,NA,"duke",NA,NA,"daniel-ewing-1",NA,NA
"Danny Granger","Danny","Granger","danny","granger",NA,"g/grangda01","grangda01",2006,2015,"2760/danny-granger",2760,"danny-granger",NA,NA,NA,"bradley","New","new-mexico","danny-granger-1",NA,NA
"David Lee","David","Lee","david","lee",NA,"l/leeda02","leeda02",2006,2017,"2772/david-lee",2772,"david-lee",NA,NA,NA,"florida",NA,NA,"david-lee-1",NA,NA
"Deng Gai","Deng","Gai","deng","gai",NA,"g/gaide01","gaide01",2006,2006,"2808/deng-gai",2808,"deng-gai",NA,NA,NA,"fairfield",NA,NA,"deng-gai-1",NA,NA
"Deron Williams","Deron","Williams","deron","williams",NA,"w/willide01","willide01",2006,2017,"2798/deron-williams",2798,"deron-williams",NA,NA,"Illinois",NA,NA,NA,"deron-williams-1",NA,NA
"Derrick Zimmerman","Derrick","Zimmerman","derrick","zimmerman",NA,"z/zimmede01","zimmede01",2006,2006,"2180/derrick-zimmerman",2180,"derrick-zimmerman",NA,NA,NA,"mississippi-state",NA,NA,"derrick-zimmerman-1",NA,NA
"Devin Green","Devin","Green","devin","green",NA,"g/greende01","greende01",2006,2006,"2886/devin-green",2886,"devin-green",NA,NA,NA,"hampton",NA,NA,"devin-green-1",NA,NA
"Dijon Thompson","Dijon","Thompson","dijon","thompson",NA,"t/thompdi01","thompdi01",2006,2007,"2788/dijon-thompson",2788,"dijon-thompson",NA,NA,"UCLA",NA,NA,NA,"dijon-thompson-1",NA,NA
"Donell Taylor","Donell","Taylor","donell","taylor",NA,"t/taylodo01","taylodo01",2006,2007,"2815/donell-taylor",2815,"donell-taylor",2004,NA,"Alabama","alabama-birmingham",NA,NA,"donell-taylor-1",NA,NA
"Dwayne Jones","Dwayne","Jones","dwayne","jones",NA,"j/jonesdw02","jonesdw02",2006,2010,"2819/dwayne-jones-ii",2819,"dwayne-jones-ii",NA,NA,"Saint Joseph","saint-josephs",NA,NA,"dwayne-jones-1",NA,NA
"Earl Barron","Earl","Barron","earl","barron",NA,"b/barroea01","barroea01",2006,2015,"2477/earl-barron",2477,"earl-barron",NA,NA,NA,"memphis",NA,NA,"earl-barron-1",NA,NA
"Eddie Basden","Eddie","Basden","eddie","basden",NA,"b/basdeed01","basdeed01",2006,2006,"2811/eddie-basden",2811,"eddie-basden",NA,NA,"Charlotte",NA,NA,NA,"eddie-basden-1",NA,NA
"Esteban Batista","Esteban","Batista","esteban","batista",NA,"b/batises01","batises01",2006,2007,"2824/esteban-batista",2824,"esteban-batista",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fabricio Oberto","Fabricio","Oberto","fabricio","oberto",NA,"o/obertfa01","obertfa01",2006,2011,"2805/fabricio-oberto",2805,"fabricio-oberto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Francisco Garcia","Francisco","Garcia","francisco","garcia",NA,"g/garcifr01","garcifr01",2006,2015,"2755/francisco-garcia",2755,"francisco-garcia",NA,NA,NA,"louisville",NA,NA,"francisco-garcia-1",NA,NA
"Gerald Fitch","Gerald","Fitch","gerald","fitch",NA,"f/fitchge01","fitchge01",2006,2006,"2486/gerald-fitch",2486,"gerald-fitch",NA,NA,NA,"kentucky",NA,NA,"gerald-fitch-1",NA,NA
"Gerald Green","Gerald","Green","gerald","green",NA,"g/greenge01","greenge01",2006,2019,"2761/gerald-green",2761,"gerald-green",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hakim Warrick","Hakim","Warrick","hakim","warrick",NA,"w/warriha01","warriha01",2006,2013,"2794/hakim-warrick",2794,"hakim-warrick",NA,NA,NA,"syracuse",NA,NA,"hakim-warrick-1",NA,NA
"Ike Diogu","Ike","Diogu","ike","diogu",NA,"d/dioguik01","dioguik01",2006,2012,"2750/ike-diogu",2750,"ike-diogu",NA,NA,NA,"arizona-state",NA,NA,"ike-diogu-1",NA,NA
"Ime Udoka","Ime","Udoka","ime","udoka",NA,"u/udokaim01","udokaim01",2006,2011,"866/ime-udoka",866,"ime-udoka",NA,NA,NA,"san-francisco","Portland","portland-state","ime-udoka-1",NA,NA
"James Singleton","James","Singleton","james","singleton",NA,"s/singlja01","singlja01",2006,2012,"2873/james-singleton",2873,"james-singleton",NA,NA,NA,"murray-state",NA,NA,"james-singleton-1",NA,NA
"Jarrett Jack","Jarrett","Jack","jarrett","jack",NA,"j/jackja01","jackja01",2006,2018,"2768/jarrett-jack",2768,"jarrett-jack",NA,NA,"Georgia Tech","georgia-tech",NA,NA,"jarrett-jack-1",NA,NA
"Jason Maxiell","Jason","Maxiell","jason","maxiell",NA,"m/maxieja01","maxieja01",2006,2015,"2775/jason-maxiell",2775,"jason-maxiell",NA,NA,NA,"cincinnati",NA,NA,"jason-maxiell-1",NA,NA
"Joey Graham","Joey","Graham","joey","graham",NA,"g/grahajo01","grahajo01",2006,2011,"2759/joey-graham",2759,"joey-graham",NA,NA,NA,"central-florida","Oklahoma","oklahoma-state","joey-graham-1",NA,NA
"Johan Petro","Johan","Petro","johan","petro",NA,"p/petrojo01","petrojo01",2006,2013,"2780/johan-petro",2780,"johan-petro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"John Lucas III","John","Lucas III","john","lucas","iii","l/lucasjo02","lucasjo02",2006,2017,"2866/john-lucas-iii",2866,"john-lucas-iii",NA,NA,NA,"baylor","Oklahoma","oklahoma-state","john-lucas-2",NA,NA
"Jose Calderon","Jose","Calderon","jose","calderon",NA,"c/caldejo01","caldejo01",2006,2019,"2806/jose-calderon",2806,"jose-calderon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Powell","Josh","Powell","josh","powell",NA,"p/poweljo01","poweljo01",2006,2014,"2197/josh-powell",2197,"josh-powell",NA,NA,NA,"north-carolina-state",NA,NA,"josh-powell-1",NA,NA
"Julius Hodge","Julius","Hodge","julius","hodge",NA,"h/hodgeju01","hodgeju01",2006,2007,"2765/julius-hodge",2765,"julius-hodge",NA,NA,NA,"north-carolina-state",NA,NA,"julius-hodge-1",NA,NA
"Kevin Burleson","Kevin","Burleson","kevin","burleson",NA,"b/burleke01","burleke01",2006,2006,"2855/kevin-burleson",2855,"kevin-burleson",NA,NA,NA,"minnesota",NA,NA,"kevin-burleson-1",NA,NA
"Lawrence Roberts","Lawrence","Roberts","lawrence","roberts",NA,"r/roberla01","roberla01",2006,2007,"2781/lawrence-roberts",2781,"lawrence-roberts",NA,NA,NA,"baylor","Mississippi","mississippi-state","lawrence-roberts-1",NA,NA
"Linas Kleiza","Linas","Kleiza","linas","kleiza",NA,"k/kleizli01","kleizli01",2006,2013,"2770/linas-kleiza",2770,"linas-kleiza",NA,NA,NA,"missouri",NA,NA,"linas-kleiza-1",NA,NA
"Lou Williams","Lou","Williams","lou","williams",NA,"w/willilo02","willilo02",2006,2019,"2799/lou-williams",2799,"lou-williams",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luke Schenscher","Luke","Schenscher","luke","schenscher",NA,"s/schenlu01","schenlu01",2006,2007,"2818/luke-schenscher",2818,"luke-schenscher",NA,NA,"Georgia Tech","georgia-tech",NA,NA,"luke-schenscher-1",NA,NA
"Luther Head","Luther","Head","luther","head",NA,"h/headlu01","headlu01",2006,2011,"2763/luther-head",2763,"luther-head",NA,NA,"Illinois",NA,NA,NA,"luther-head-1",NA,NA
"Martell Webster","Martell","Webster","martell","webster",NA,"w/webstma02","webstma02",2006,2015,"2795/martell-webster",2795,"martell-webster",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martynas Andriuskevicius","Martynas","Andriuskevicius","martynas","andriuskevicius",NA,"a/andrima01","andrima01",2006,2006,"2744/martynas-andriuskevicius",2744,"martynas-andriuskevicius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marvin Williams","Marvin","Williams","marvin","williams",NA,"w/willima02","willima02",2006,2019,"2797/marvin-williams",2797,"marvin-williams",NA,NA,NA,"north-carolina",NA,NA,"marvin-williams-1",NA,NA
"Matt Walsh","Matt","Walsh","matt","walsh",NA,"w/walshma01","walshma01",2006,2006,"2814/matt-walsh",2814,"matt-walsh",NA,NA,NA,"florida",NA,NA,"matt-walsh-1",NA,NA
"Melvin Sanders","Melvin","Sanders","melvin","sanders",NA,"s/sandeme01","sandeme01",2006,2006,"2492/melvin-sanders",2492,"melvin-sanders",2001,NA,"Oklahoma State","oklahoma-state",NA,NA,"melvin-sanders-1",NA,NA
"Monta Ellis","Monta","Ellis","monta","ellis",NA,"e/ellismo01","ellismo01",2006,2017,"2751/monta-ellis",2751,"monta-ellis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nate Robinson","Nate","Robinson","nate","robinson",NA,"r/robinna01","robinna01",2006,2016,"2782/nate-robinson",2782,"nate-robinson",NA,NA,NA,"washington",NA,NA,"nate-robinson-1",NA,NA
"Noel Felix","Noel","Felix","noel","felix",NA,"f/felixno01","felixno01",2006,2006,"2871/noel-felix",2871,"noel-felix",NA,NA,"Fresno State","fresno-state",NA,NA,"noel-felix-1",NA,NA
"Orien Greene","Orien","Greene","orien","greene",NA,"g/greenor01","greenor01",2006,2011,"2762/orien-greene",2762,"orien-greene",NA,NA,NA,"florida","Louisiana","louisiana-lafayette","orien-greene-1",NA,NA
"Pat Burke","Pat","Burke","pat","burke",NA,"b/burkepa01","burkepa01",2006,2007,"1859/pat-burke",1859,"pat-burke",NA,NA,NA,"auburn",NA,NA,"pat-burke-1",NA,NA
"Randy Holcomb","Randy","Holcomb","randy","holcomb",NA,"h/holcora01","holcora01",2006,2006,"1772/randy-holcomb",1772,"randy-holcomb",NA,NA,"Fresno State","fresno-state","San","san-diego-state","randy-holcomb-1",NA,NA
"Rashad McCants","Rashad","McCants","rashad","mccants",NA,"m/mccanra01","mccanra01",2006,2009,"2777/rashad-mccants",2777,"rashad-mccants",NA,NA,NA,"north-carolina",NA,NA,"rashad-mccants-1",NA,NA
"Rawle Marshall","Rawle","Marshall","rawle","marshall",NA,"m/marshra01","marshra01",2006,2007,"2809/rawle-marshall",2809,"rawle-marshall",NA,NA,NA,"ball-state","Oakland","oakland","rawle-marshall-1",NA,NA
"Raymond Felton","Raymond","Felton","raymond","felton",NA,"f/feltora01","feltora01",2006,2019,"2753/raymond-felton",2753,"raymond-felton",NA,NA,NA,"north-carolina",NA,NA,"raymond-felton-1",NA,NA
"Robert Whaley","Robert","Whaley","robert","whaley",NA,"w/whalero01","whalero01",2006,2006,"2796/robert-whaley",2796,"robert-whaley",2004,2004,"Cincinnati","cincinnati",NA,NA,"robert-whaley-1",NA,NA
"Ronnie Price","Ronnie","Price","ronnie","price",NA,"p/pricero01","pricero01",2006,2017,"2807/ronnie-price",2807,"ronnie-price",NA,NA,NA,"nicholls-state","Utah","utah-valley","ronnie-price-1",NA,NA
"Ronny Turiaf","Ronny","Turiaf","ronny","turiaf",NA,"t/turiaro01","turiaro01",2006,2015,"2789/ronny-turiaf",2789,"ronny-turiaf",NA,NA,NA,"gonzaga",NA,NA,"ronny-turiaf-1",NA,NA
"Ryan Gomes","Ryan","Gomes","ryan","gomes",NA,"g/gomesry01","gomesry01",2006,2014,"2757/ryan-gomes",2757,"ryan-gomes",NA,NA,"Providence",NA,NA,NA,"ryan-gomes-1",NA,NA
"Salim Stoudamire","Salim","Stoudamire","salim","stoudamire",NA,"s/stoudsa01","stoudsa01",2006,2008,"2786/salim-stoudamire",2786,"salim-stoudamire",NA,NA,NA,"arizona",NA,NA,"salim-stoudamire-1",NA,NA
"Sarunas Jasikevicius","Sarunas","Jasikevicius","sarunas","jasikevicius",NA,"j/jasiksa01","jasiksa01",2006,2007,"2813/sarunas-jasikevicius",2813,"sarunas-jasikevicius",NA,NA,NA,"maryland",NA,NA,"sarunas-jasikevicius-1",NA,NA
"Sean May","Sean","May","sean","may",NA,"m/mayse01","mayse01",2006,2010,"2776/sean-may",2776,"sean-may",NA,NA,NA,"north-carolina",NA,NA,"sean-may-1",NA,NA
"Sergei Monia","Sergei","Monia","sergei","monia",NA,"m/moniase01","moniase01",2006,2006,"2438/sergei-monia",2438,"sergei-monia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sharrod Ford","Sharrod","Ford","sharrod","ford",NA,"f/fordsh02","fordsh02",2006,2006,"2830/sharrod-ford",2830,"sharrod-ford",NA,NA,NA,"clemson",NA,NA,"sharrod-ford-1",NA,NA
"Shavlik Randolph","Shavlik","Randolph","shavlik","randolph",NA,"r/randosh01","randosh01",2006,2015,"2810/shavlik-randolph",2810,"shavlik-randolph",NA,NA,NA,"duke",NA,NA,"shavlik-randolph-1",NA,NA
"Stephen Graham","Stephen","Graham","stephen","graham",NA,"g/grahast01","grahast01",2006,2011,"2832/stephen-graham",2832,"stephen-graham",NA,NA,NA,"central-florida","Oklahoma","oklahoma-state","stephen-graham-1",NA,NA
"T.J. Ford","T.J.","Ford","tj","ford",NA,"f/fordtj01","fordtj01",2006,2012,"1979/t.j.-ford",1979,"t.j.-ford",NA,NA,"Texas",NA,NA,NA,"tj-ford-1",NA,NA
"Terence Morris","Terence","Morris","terence","morris",NA,"m/morrite01","morrite01",2006,2006,"1012/terence-morris",1012,"terence-morris",NA,NA,NA,"maryland",NA,NA,"terence-morris-1",NA,NA
"Travis Diener","Travis","Diener","travis","diener",NA,"d/dienetr01","dienetr01",2006,2010,"2749/travis-diener",2749,"travis-diener",NA,NA,NA,"marquette",NA,NA,"travis-diener-1",NA,NA
"Von Wafer","Von","Wafer","von","wafer",NA,"w/wafervo01","wafervo01",2006,2012,"2793/von-wafer",2793,"von-wafer",NA,NA,NA,"florida-state",NA,NA,"von-wafer-1",NA,NA
"Wayne Simien","Wayne","Simien","wayne","simien",NA,"s/simiewa01","simiewa01",2006,2007,"2784/wayne-simien",2784,"wayne-simien",NA,NA,NA,"kansas",NA,NA,"wayne-simien-1",NA,NA
"Will Bynum","Will","Bynum","will","bynum",NA,"b/bynumwi01","bynumwi01",2006,2015,"2816/will-bynum",2816,"will-bynum",NA,NA,NA,"arizona","Georgia","georgia-tech","will-bynum-1",NA,NA
"Yaroslav Korolev","Yaroslav","Korolev","yaroslav","korolev",NA,"k/korolya01","korolya01",2006,2007,"2771/yaroslav-korolev",2771,"yaroslav-korolev",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adam Morrison","Adam","Morrison","adam","morrison",NA,"m/morriad01","morriad01",2007,2010,"3016/adam-morrison",3016,"adam-morrison",NA,NA,NA,"gonzaga",NA,NA,"adam-morrison-1",NA,NA
"Alexander Johnson","Alexander","Johnson","alexander","johnson",NA,"j/johnsal01","johnsal01",2007,2008,"3009/alexander-johnson",3009,"alexander-johnson",NA,NA,NA,"florida-state",NA,NA,"alexander-johnson-1",NA,NA
"Allan Ray","Allan","Ray","allan","ray",NA,"r/rayal01","rayal01",2007,2007,"3047/allan-ray",3047,"allan-ray",NA,NA,NA,"villanova",NA,NA,"allan-ray-1",NA,NA
"Andre Brown","Andre","Brown","andre","brown",NA,"b/brownan01","brownan01",2007,2009,"2510/andre-brown",2510,"andre-brown",NA,NA,NA,"depaul",NA,NA,"andre-brown-1",NA,NA
"Andrea Bargnani","Andrea","Bargnani","andrea","bargnani",NA,"b/bargnan01","bargnan01",2007,2016,"2987/andrea-bargnani",2987,"andrea-bargnani",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andreas Glyniadakis","Andreas","Glyniadakis","andreas","glyniadakis",NA,"g/glynian01","glynian01",2007,2007,"2168/andreas-glyniadakis",2168,"andreas-glyniadakis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony Parker","Anthony","Parker","anthony","parker",NA,"p/parkean01","parkean01",2007,2012,"635/anthony-parker",635,"anthony-parker",NA,NA,NA,"bradley",NA,NA,"anthony-parker-1",NA,NA
"Bobby Jones","Bobby","Jones","bobby","jones",NA,"j/jonesbo02","jonesbo02",2007,2008,"3011/bobby-jones",3011,"bobby-jones",NA,NA,NA,"washington",NA,NA,"bobby-jones-2",NA,NA
"Brandon Roy","Brandon","Roy","brandon","roy",NA,"r/roybr01","roybr01",2007,2013,"3027/brandon-roy",3027,"brandon-roy",NA,NA,NA,"washington",NA,NA,"brandon-roy-1",NA,NA
"Cedric Bozeman","Cedric","Bozeman","cedric","bozeman",NA,"b/bozemce01","bozemce01",2007,2007,"3066/cedric-bozeman",3066,"cedric-bozeman",NA,NA,"UCLA",NA,NA,NA,"cedric-bozeman-1",NA,NA
"Cedric Simmons","Cedric","Simmons","cedric","simmons",NA,"s/simmoce01","simmoce01",2007,2009,"3030/cedric-simmons",3030,"cedric-simmons",NA,NA,NA,"north-carolina-state",NA,NA,"cedric-simmons-1",NA,NA
"Chris McCray","Chris","McCray","chris","mccray",NA,"m/mccrach01","mccrach01",2007,2007,"3083/chris-mccray",3083,"chris-mccray",NA,NA,NA,"maryland",NA,NA,"chris-mccray-1",NA,NA
"Chris Quinn","Chris","Quinn","chris","quinn",NA,"q/quinnch01","quinnch01",2007,2013,"3046/chris-quinn",3046,"chris-quinn",NA,NA,NA,"notre-dame",NA,NA,"chris-quinn-1",NA,NA
"Craig Smith","Craig","Smith","craig","smith",NA,"s/smithcr01","smithcr01",2007,2012,"3031/craig-smith",3031,"craig-smith",NA,NA,NA,"boston-college",NA,NA,"craig-smith-1",NA,NA
"Damir Markota","Damir","Markota","damir","markota",NA,"m/markoda01","markoda01",2007,2007,"3013/damir-markota",3013,"damir-markota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daniel Gibson","Daniel","Gibson","daniel","gibson",NA,"g/gibsoda01","gibsoda01",2007,2013,"3006/daniel-gibson",3006,"daniel-gibson",NA,NA,"Texas",NA,NA,NA,"daniel-gibson-1",NA,NA
"David Noel","David","Noel","david","noel",NA,"n/noelda01","noelda01",2007,2007,"3017/david-noel",3017,"david-noel",NA,NA,NA,"north-carolina",NA,NA,"david-noel-1",NA,NA
"Dee Brown","Dee","Brown","dee","brown",NA,"b/brownde03","brownde03",2007,2009,"2994/dee-brown",2994,"dee-brown",NA,NA,"Illinois",NA,NA,NA,"dee-brown-2",NA,NA
"Desmon Farmer","Desmon","Farmer","desmon","farmer",NA,"f/farmede01","farmede01",2007,2009,"2459/desmon-farmer",2459,"desmon-farmer",NA,NA,NA,"southern-california",NA,NA,"desmon-farmer-1",NA,NA
"Ersan Ilyasova","Ersan","Ilyasova","ersan","ilyasova",NA,"i/ilyaser01","ilyaser01",2007,2019,"2767/ersan-ilyasova",2767,"ersan-ilyasova",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hassan Adams","Hassan","Adams","hassan","adams",NA,"a/adamsha01","adamsha01",2007,2009,"2981/hassan-adams",2981,"hassan-adams",NA,NA,NA,"arizona",NA,NA,"hassan-adams-1",NA,NA
"Hilton Armstrong","Hilton","Armstrong","hilton","armstrong",NA,"a/armsthi01","armsthi01",2007,2014,"2984/hilton-armstrong",2984,"hilton-armstrong",NA,NA,NA,"connecticut",NA,NA,"hilton-armstrong-1",NA,NA
"Ivan McFarlin","Ivan","McFarlin","ivan","mcfarlin",NA,"m/mcfariv01","mcfariv01",2007,2007,"3059/ivan-mcfarlin",3059,"ivan-mcfarlin",NA,NA,NA,"oklahoma-state",NA,NA,"ivan-mcfarlin-1",NA,NA
"J.J. Barea","J.J.","Barea","jj","barea",NA,"b/bareajo01","bareajo01",2007,2019,"3055/j.j.-barea",3055,"j.j.-barea",NA,NA,NA,"northeastern",NA,NA,"jose-barea-1",NA,NA
"J.J. Redick","J.J.","Redick","jj","redick",NA,"r/redicjj01","redicjj01",2007,2019,"3024/jj-redick",3024,"jj-redick",NA,NA,NA,"duke",NA,NA,"jj-redick-1",NA,NA
"James Augustine","James","Augustine","james","augustine",NA,"a/augusja01","augusja01",2007,2008,"2985/james-augustine",2985,"james-augustine",NA,NA,"Illinois",NA,NA,NA,"james-augustine-1",NA,NA
"James Lang","James","Lang","james","lang",NA,"l/langja01","langja01",2007,2007,"2170/james-lang",2170,"james-lang",NA,NA,NA,NA,NA,NA,NA,NA,NA
"James White","James","White","james","white",NA,"w/whiteja02","whiteja02",2007,2013,"3037/james-white",3037,"james-white",NA,NA,NA,"florida","Cincinnati","cincinnati","james-white-1",NA,NA
"Jeremy Richardson","Jeremy","Richardson","jeremy","richardson",NA,"r/richaje01","richaje01",2007,2009,"3160/jeremy-richardson",3160,"jeremy-richardson",2005,2006,"Delta State","deltast",NA,NA,NA,NA,NA
"Jordan Farmar","Jordan","Farmar","jordan","farmar",NA,"f/farmajo01","farmajo01",2007,2017,"3002/jordan-farmar",3002,"jordan-farmar",NA,NA,"UCLA",NA,NA,NA,"jordan-farmar-1",NA,NA
